image_name,background_id,background_type,control_present,transgenic_present,control_count,transgenic_count
synth_0058_bg-bg_art_06_type-artificial_ctrl-2_trans-3.jpg,bg_art_06,artificial,1,1,2,3
synth_0059_bg-bg_water_nonhab_05_type-water_ctrl-6_trans-2.jpg,bg_water_nonhab_05,water,1,1,6,2
synth_0060_bg-bg_veg_08_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_08,vegetation,0,0,0,0
synth_0061_bg-bg_water_hab_04_type-water_ctrl-2_trans-0.jpg,bg_water_hab_04,water,1,0,2,0
synth_0062_bg-bg_art_06_type-artificial_ctrl-3_trans-0.jpg,bg_art_06,artificial,1,0,3,0
synth_0063_bg-bg_dry_01_type-dry_soil_ctrl-3_trans-2.jpg,bg_dry_01,dry_soil,1,1,3,2
synth_0064_bg-bg_veg_08_type-vegetation_ctrl-0_trans-2.jpg,bg_veg_08,vegetation,0,1,0,2
synth_0065_bg-bg_water_hab_18_type-water_ctrl-2_trans-2.jpg,bg_water_hab_18,water,1,1,2,2
synth_0066_bg-bg_art_01_type-artificial_ctrl-1_trans-1.jpg,bg_art_01,artificial,1,1,1,1
synth_0067_bg-bg_veg_07_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_07,vegetation,0,0,0,0
synth_0068_bg-bg_veg_02_type-vegetation_ctrl-2_trans-2.jpg,bg_veg_02,vegetation,1,1,2,2
synth_0069_bg-bg_dry_02_type-dry_soil_ctrl-2_trans-3.jpg,bg_dry_02,dry_soil,1,1,2,3
synth_0070_bg-bg_art_07_type-artificial_ctrl-1_trans-0.jpg,bg_art_07,artificial,1,0,1,0
synth_0071_bg-bg_dry_04_type-dry_soil_ctrl-3_trans-0.jpg,bg_dry_04,dry_soil,1,0,3,0
synth_0072_bg-bg_veg_05_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_05,vegetation,0,0,0,0
synth_0073_bg-bg_art_06_type-artificial_ctrl-0_trans-0.jpg,bg_art_06,artificial,0,0,0,0
synth_0074_bg-bg_dry_03_type-dry_soil_ctrl-0_trans-1.jpg,bg_dry_03,dry_soil,0,1,0,1
synth_0075_bg-bg_veg_01_type-vegetation_ctrl-0_trans-7.jpg,bg_veg_01,vegetation,0,1,0,7
synth_0076_bg-bg_water_hab_17_type-water_ctrl-6_trans-0.jpg,bg_water_hab_17,water,1,0,6,0
synth_0077_bg-bg_water_hab_18_type-water_ctrl-1_trans-0.jpg,bg_water_hab_18,water,1,0,1,0
synth_0078_bg-bg_veg_04_type-vegetation_ctrl-1_trans-1.jpg,bg_veg_04,vegetation,1,1,1,1
synth_0079_bg-bg_water_hab_16_type-water_ctrl-0_trans-0.jpg,bg_water_hab_16,water,0,0,0,0
synth_0080_bg-bg_veg_06_type-vegetation_ctrl-2_trans-2.jpg,bg_veg_06,vegetation,1,1,2,2
synth_0081_bg-bg_dry_04_type-dry_soil_ctrl-0_trans-2.jpg,bg_dry_04,dry_soil,0,1,0,2
synth_0082_bg-bg_water_nonhab_05_type-water_ctrl-2_trans-0.jpg,bg_water_nonhab_05,water,1,0,2,0
synth_0083_bg-bg_water_nonhab_03_type-water_ctrl-3_trans-0.jpg,bg_water_nonhab_03,water,1,0,3,0
synth_0084_bg-bg_dry_05_type-dry_soil_ctrl-2_trans-0.jpg,bg_dry_05,dry_soil,1,0,2,0
synth_0085_bg-bg_water_hab_25_type-water_ctrl-3_trans-2.jpg,bg_water_hab_25,water,1,1,3,2
synth_0086_bg-bg_veg_07_type-vegetation_ctrl-0_trans-1.jpg,bg_veg_07,vegetation,0,1,0,1
synth_0087_bg-bg_dry_05_type-dry_soil_ctrl-2_trans-0.jpg,bg_dry_05,dry_soil,1,0,2,0
synth_0088_bg-bg_veg_08_type-vegetation_ctrl-2_trans-0.jpg,bg_veg_08,vegetation,1,0,2,0
synth_0089_bg-bg_veg_05_type-vegetation_ctrl-4_trans-0.jpg,bg_veg_05,vegetation,1,0,4,0
synth_0090_bg-bg_water_nonhab_01_type-water_ctrl-1_trans-0.jpg,bg_water_nonhab_01,water,1,0,1,0
synth_0091_bg-bg_dry_04_type-dry_soil_ctrl-1_trans-0.jpg,bg_dry_04,dry_soil,1,0,1,0
synth_0092_bg-bg_water_hab_04_type-water_ctrl-0_trans-2.jpg,bg_water_hab_04,water,0,1,0,2
synth_0093_bg-bg_dry_05_type-dry_soil_ctrl-0_trans-3.jpg,bg_dry_05,dry_soil,0,1,0,3
synth_0094_bg-bg_water_nonhab_01_type-water_ctrl-4_trans-0.jpg,bg_water_nonhab_01,water,1,0,4,0
synth_0095_bg-bg_veg_06_type-vegetation_ctrl-0_trans-5.jpg,bg_veg_06,vegetation,0,1,0,5
synth_0096_bg-bg_water_hab_25_type-water_ctrl-2_trans-2.jpg,bg_water_hab_25,water,1,1,2,2
synth_0097_bg-bg_water_nonhab_03_type-water_ctrl-3_trans-0.jpg,bg_water_nonhab_03,water,1,0,3,0
synth_0098_bg-bg_dry_04_type-dry_soil_ctrl-0_trans-3.jpg,bg_dry_04,dry_soil,0,1,0,3
synth_0099_bg-bg_water_hab_23_type-water_ctrl-0_trans-1.jpg,bg_water_hab_23,water,0,1,0,1
synth_0100_bg-bg_dry_01_type-dry_soil_ctrl-0_trans-3.jpg,bg_dry_01,dry_soil,0,1,0,3
synth_0101_bg-bg_dry_05_type-dry_soil_ctrl-3_trans-2.jpg,bg_dry_05,dry_soil,1,1,3,2
synth_0102_bg-bg_water_hab_08_type-water_ctrl-1_trans-0.jpg,bg_water_hab_08,water,1,0,1,0
synth_0103_bg-bg_water_hab_04_type-water_ctrl-3_trans-2.jpg,bg_water_hab_04,water,1,1,3,2
synth_0104_bg-bg_veg_03_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_03,vegetation,0,0,0,0
synth_0105_bg-bg_water_hab_25_type-water_ctrl-0_trans-0.jpg,bg_water_hab_25,water,0,0,0,0
synth_0106_bg-bg_water_nonhab_01_type-water_ctrl-2_trans-3.jpg,bg_water_nonhab_01,water,1,1,2,3
synth_0107_bg-bg_water_hab_11_type-water_ctrl-3_trans-0.jpg,bg_water_hab_11,water,1,0,3,0
synth_0108_bg-bg_water_hab_23_type-water_ctrl-1_trans-1.jpg,bg_water_hab_23,water,1,1,1,1
synth_0109_bg-bg_water_hab_04_type-water_ctrl-0_trans-4.jpg,bg_water_hab_04,water,0,1,0,4
synth_0110_bg-bg_art_04_type-artificial_ctrl-0_trans-3.jpg,bg_art_04,artificial,0,1,0,3
synth_0111_bg-bg_dry_05_type-dry_soil_ctrl-3_trans-0.jpg,bg_dry_05,dry_soil,1,0,3,0
synth_0112_bg-bg_dry_05_type-dry_soil_ctrl-0_trans-2.jpg,bg_dry_05,dry_soil,0,1,0,2
synth_0113_bg-bg_art_08_type-artificial_ctrl-0_trans-4.jpg,bg_art_08,artificial,0,1,0,4
synth_0114_bg-bg_art_01_type-artificial_ctrl-0_trans-0.jpg,bg_art_01,artificial,0,0,0,0
synth_0115_bg-bg_art_03_type-artificial_ctrl-0_trans-2.jpg,bg_art_03,artificial,0,1,0,2
synth_0116_bg-bg_dry_05_type-dry_soil_ctrl-4_trans-0.jpg,bg_dry_05,dry_soil,1,0,4,0
synth_0117_bg-bg_water_hab_09_type-water_ctrl-2_trans-2.jpg,bg_water_hab_09,water,1,1,2,2
synth_0118_bg-bg_water_hab_20_type-water_ctrl-0_trans-0.jpg,bg_water_hab_20,water,0,0,0,0
synth_0119_bg-bg_art_08_type-artificial_ctrl-4_trans-0.jpg,bg_art_08,artificial,1,0,4,0
synth_0120_bg-bg_veg_07_type-vegetation_ctrl-3_trans-0.jpg,bg_veg_07,vegetation,1,0,3,0
synth_0121_bg-bg_water_nonhab_04_type-water_ctrl-2_trans-0.jpg,bg_water_nonhab_04,water,1,0,2,0
synth_0122_bg-bg_dry_05_type-dry_soil_ctrl-0_trans-3.jpg,bg_dry_05,dry_soil,0,1,0,3
synth_0123_bg-bg_water_hab_14_type-water_ctrl-0_trans-0.jpg,bg_water_hab_14,water,0,0,0,0
synth_0124_bg-bg_art_08_type-artificial_ctrl-1_trans-1.jpg,bg_art_08,artificial,1,1,1,1
synth_0125_bg-bg_veg_06_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_06,vegetation,0,0,0,0
synth_0126_bg-bg_art_04_type-artificial_ctrl-1_trans-1.jpg,bg_art_04,artificial,1,1,1,1
synth_0127_bg-bg_water_nonhab_05_type-water_ctrl-6_trans-0.jpg,bg_water_nonhab_05,water,1,0,6,0
synth_0128_bg-bg_art_08_type-artificial_ctrl-0_trans-1.jpg,bg_art_08,artificial,0,1,0,1
synth_0129_bg-bg_dry_01_type-dry_soil_ctrl-0_trans-7.jpg,bg_dry_01,dry_soil,0,1,0,7
synth_0130_bg-bg_veg_01_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_01,vegetation,0,0,0,0
synth_0131_bg-bg_veg_01_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_01,vegetation,0,0,0,0
synth_0132_bg-bg_veg_04_type-vegetation_ctrl-0_trans-7.jpg,bg_veg_04,vegetation,0,1,0,7
synth_0133_bg-bg_water_hab_22_type-water_ctrl-2_trans-0.jpg,bg_water_hab_22,water,1,0,2,0
synth_0134_bg-bg_water_hab_14_type-water_ctrl-0_trans-1.jpg,bg_water_hab_14,water,0,1,0,1
synth_0135_bg-bg_veg_08_type-vegetation_ctrl-0_trans-5.jpg,bg_veg_08,vegetation,0,1,0,5
synth_0136_bg-bg_dry_01_type-dry_soil_ctrl-3_trans-0.jpg,bg_dry_01,dry_soil,1,0,3,0
synth_0137_bg-bg_art_07_type-artificial_ctrl-0_trans-2.jpg,bg_art_07,artificial,0,1,0,2
synth_0138_bg-bg_veg_03_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_03,vegetation,0,0,0,0
synth_0139_bg-bg_dry_01_type-dry_soil_ctrl-1_trans-1.jpg,bg_dry_01,dry_soil,1,1,1,1
synth_0140_bg-bg_dry_03_type-dry_soil_ctrl-3_trans-0.jpg,bg_dry_03,dry_soil,1,0,3,0
synth_0141_bg-bg_water_nonhab_04_type-water_ctrl-0_trans-3.jpg,bg_water_nonhab_04,water,0,1,0,3
synth_0142_bg-bg_veg_07_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_07,vegetation,0,0,0,0
synth_0143_bg-bg_art_03_type-artificial_ctrl-0_trans-2.jpg,bg_art_03,artificial,0,1,0,2
synth_0144_bg-bg_veg_02_type-vegetation_ctrl-1_trans-1.jpg,bg_veg_02,vegetation,1,1,1,1
synth_0145_bg-bg_art_06_type-artificial_ctrl-0_trans-5.jpg,bg_art_06,artificial,0,1,0,5
synth_0146_bg-bg_water_hab_22_type-water_ctrl-1_trans-0.jpg,bg_water_hab_22,water,1,0,1,0
synth_0147_bg-bg_dry_02_type-dry_soil_ctrl-4_trans-0.jpg,bg_dry_02,dry_soil,1,0,4,0
synth_0148_bg-bg_veg_02_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_02,vegetation,0,0,0,0
synth_0149_bg-bg_veg_04_type-vegetation_ctrl-3_trans-0.jpg,bg_veg_04,vegetation,1,0,3,0
synth_0150_bg-bg_dry_05_type-dry_soil_ctrl-4_trans-0.jpg,bg_dry_05,dry_soil,1,0,4,0
synth_0151_bg-bg_water_hab_22_type-water_ctrl-1_trans-0.jpg,bg_water_hab_22,water,1,0,1,0
synth_0152_bg-bg_water_hab_06_type-water_ctrl-1_trans-1.jpg,bg_water_hab_06,water,1,1,1,1
synth_0153_bg-bg_veg_02_type-vegetation_ctrl-1_trans-1.jpg,bg_veg_02,vegetation,1,1,1,1
synth_0154_bg-bg_art_01_type-artificial_ctrl-0_trans-7.jpg,bg_art_01,artificial,0,1,0,7
synth_0155_bg-bg_water_hab_26_type-water_ctrl-0_trans-0.jpg,bg_water_hab_26,water,0,0,0,0
synth_0156_bg-bg_water_hab_07_type-water_ctrl-0_trans-4.jpg,bg_water_hab_07,water,0,1,0,4
synth_0157_bg-bg_water_hab_21_type-water_ctrl-0_trans-1.jpg,bg_water_hab_21,water,0,1,0,1
synth_0158_bg-bg_water_hab_03_type-water_ctrl-0_trans-4.jpg,bg_water_hab_03,water,0,1,0,4
synth_0159_bg-bg_water_nonhab_05_type-water_ctrl-0_trans-0.jpg,bg_water_nonhab_05,water,0,0,0,0
synth_0160_bg-bg_veg_05_type-vegetation_ctrl-1_trans-0.jpg,bg_veg_05,vegetation,1,0,1,0
synth_0161_bg-bg_dry_02_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_02,dry_soil,0,0,0,0
synth_0162_bg-bg_water_hab_24_type-water_ctrl-2_trans-0.jpg,bg_water_hab_24,water,1,0,2,0
synth_0163_bg-bg_art_05_type-artificial_ctrl-3_trans-3.jpg,bg_art_05,artificial,1,1,3,3
synth_0164_bg-bg_veg_01_type-vegetation_ctrl-1_trans-0.jpg,bg_veg_01,vegetation,1,0,1,0
synth_0165_bg-bg_dry_03_type-dry_soil_ctrl-0_trans-1.jpg,bg_dry_03,dry_soil,0,1,0,1
synth_0166_bg-bg_veg_08_type-vegetation_ctrl-4_trans-0.jpg,bg_veg_08,vegetation,1,0,4,0
synth_0167_bg-bg_water_hab_03_type-water_ctrl-0_trans-0.jpg,bg_water_hab_03,water,0,0,0,0
synth_0168_bg-bg_veg_01_type-vegetation_ctrl-1_trans-1.jpg,bg_veg_01,vegetation,1,1,1,1
synth_0169_bg-bg_veg_03_type-vegetation_ctrl-7_trans-2.jpg,bg_veg_03,vegetation,1,1,7,2
synth_0170_bg-bg_water_hab_25_type-water_ctrl-3_trans-3.jpg,bg_water_hab_25,water,1,1,3,3
synth_0171_bg-bg_water_hab_02_type-water_ctrl-0_trans-2.jpg,bg_water_hab_02,water,0,1,0,2
synth_0172_bg-bg_art_06_type-artificial_ctrl-0_trans-3.jpg,bg_art_06,artificial,0,1,0,3
synth_0173_bg-bg_water_hab_23_type-water_ctrl-0_trans-0.jpg,bg_water_hab_23,water,0,0,0,0
synth_0174_bg-bg_art_04_type-artificial_ctrl-0_trans-0.jpg,bg_art_04,artificial,0,0,0,0
synth_0175_bg-bg_art_02_type-artificial_ctrl-0_trans-1.jpg,bg_art_02,artificial,0,1,0,1
synth_0176_bg-bg_dry_03_type-dry_soil_ctrl-0_trans-1.jpg,bg_dry_03,dry_soil,0,1,0,1
synth_0177_bg-bg_veg_02_type-vegetation_ctrl-0_trans-4.jpg,bg_veg_02,vegetation,0,1,0,4
synth_0178_bg-bg_art_05_type-artificial_ctrl-0_trans-1.jpg,bg_art_05,artificial,0,1,0,1
synth_0179_bg-bg_art_03_type-artificial_ctrl-0_trans-2.jpg,bg_art_03,artificial,0,1,0,2
synth_0180_bg-bg_dry_04_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_04,dry_soil,0,0,0,0
synth_0181_bg-bg_water_hab_25_type-water_ctrl-0_trans-0.jpg,bg_water_hab_25,water,0,0,0,0
synth_0182_bg-bg_art_07_type-artificial_ctrl-1_trans-0.jpg,bg_art_07,artificial,1,0,1,0
synth_0183_bg-bg_water_hab_19_type-water_ctrl-0_trans-1.jpg,bg_water_hab_19,water,0,1,0,1
synth_0184_bg-bg_water_hab_13_type-water_ctrl-0_trans-0.jpg,bg_water_hab_13,water,0,0,0,0
synth_0185_bg-bg_water_hab_16_type-water_ctrl-0_trans-0.jpg,bg_water_hab_16,water,0,0,0,0
synth_0186_bg-bg_water_hab_13_type-water_ctrl-0_trans-2.jpg,bg_water_hab_13,water,0,1,0,2
synth_0187_bg-bg_veg_06_type-vegetation_ctrl-0_trans-2.jpg,bg_veg_06,vegetation,0,1,0,2
synth_0188_bg-bg_art_05_type-artificial_ctrl-1_trans-1.jpg,bg_art_05,artificial,1,1,1,1
synth_0189_bg-bg_water_hab_23_type-water_ctrl-0_trans-0.jpg,bg_water_hab_23,water,0,0,0,0
synth_0190_bg-bg_water_hab_21_type-water_ctrl-0_trans-5.jpg,bg_water_hab_21,water,0,1,0,5
synth_0191_bg-bg_veg_02_type-vegetation_ctrl-2_trans-3.jpg,bg_veg_02,vegetation,1,1,2,3
synth_0192_bg-bg_veg_04_type-vegetation_ctrl-0_trans-4.jpg,bg_veg_04,vegetation,0,1,0,4
synth_0193_bg-bg_art_01_type-artificial_ctrl-4_trans-0.jpg,bg_art_01,artificial,1,0,4,0
synth_0194_bg-bg_water_hab_15_type-water_ctrl-3_trans-0.jpg,bg_water_hab_15,water,1,0,3,0
synth_0195_bg-bg_dry_04_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_04,dry_soil,0,0,0,0
synth_0196_bg-bg_dry_04_type-dry_soil_ctrl-1_trans-0.jpg,bg_dry_04,dry_soil,1,0,1,0
synth_0197_bg-bg_veg_04_type-vegetation_ctrl-0_trans-4.jpg,bg_veg_04,vegetation,0,1,0,4
synth_0198_bg-bg_water_nonhab_03_type-water_ctrl-1_trans-1.jpg,bg_water_nonhab_03,water,1,1,1,1
synth_0199_bg-bg_veg_05_type-vegetation_ctrl-0_trans-2.jpg,bg_veg_05,vegetation,0,1,0,2
synth_0200_bg-bg_water_hab_26_type-water_ctrl-0_trans-0.jpg,bg_water_hab_26,water,0,0,0,0
synth_0201_bg-bg_water_hab_07_type-water_ctrl-0_trans-4.jpg,bg_water_hab_07,water,0,1,0,4
synth_0202_bg-bg_veg_06_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_06,vegetation,0,0,0,0
synth_0203_bg-bg_art_06_type-artificial_ctrl-1_trans-1.jpg,bg_art_06,artificial,1,1,1,1
synth_0204_bg-bg_water_hab_04_type-water_ctrl-0_trans-0.jpg,bg_water_hab_04,water,0,0,0,0
synth_0205_bg-bg_water_hab_07_type-water_ctrl-6_trans-0.jpg,bg_water_hab_07,water,1,0,6,0
synth_0206_bg-bg_water_nonhab_05_type-water_ctrl-0_trans-4.jpg,bg_water_nonhab_05,water,0,1,0,4
synth_0207_bg-bg_veg_08_type-vegetation_ctrl-1_trans-0.jpg,bg_veg_08,vegetation,1,0,1,0
synth_0208_bg-bg_water_hab_16_type-water_ctrl-2_trans-0.jpg,bg_water_hab_16,water,1,0,2,0
synth_0209_bg-bg_water_hab_16_type-water_ctrl-0_trans-0.jpg,bg_water_hab_16,water,0,0,0,0
synth_0210_bg-bg_water_nonhab_01_type-water_ctrl-4_trans-0.jpg,bg_water_nonhab_01,water,1,0,4,0
synth_0211_bg-bg_veg_05_type-vegetation_ctrl-0_trans-2.jpg,bg_veg_05,vegetation,0,1,0,2
synth_0212_bg-bg_art_01_type-artificial_ctrl-0_trans-0.jpg,bg_art_01,artificial,0,0,0,0
synth_0213_bg-bg_veg_06_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_06,vegetation,0,0,0,0
synth_0214_bg-bg_water_hab_01_type-water_ctrl-0_trans-0.jpg,bg_water_hab_01,water,0,0,0,0
synth_0215_bg-bg_dry_04_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_04,dry_soil,0,0,0,0
synth_0216_bg-bg_dry_04_type-dry_soil_ctrl-0_trans-1.jpg,bg_dry_04,dry_soil,0,1,0,1
synth_0217_bg-bg_veg_03_type-vegetation_ctrl-1_trans-1.jpg,bg_veg_03,vegetation,1,1,1,1
synth_0218_bg-bg_dry_02_type-dry_soil_ctrl-0_trans-4.jpg,bg_dry_02,dry_soil,0,1,0,4
synth_0219_bg-bg_water_hab_12_type-water_ctrl-0_trans-6.jpg,bg_water_hab_12,water,0,1,0,6
synth_0220_bg-bg_water_hab_21_type-water_ctrl-0_trans-1.jpg,bg_water_hab_21,water,0,1,0,1
synth_0221_bg-bg_dry_04_type-dry_soil_ctrl-2_trans-0.jpg,bg_dry_04,dry_soil,1,0,2,0
synth_0222_bg-bg_water_hab_04_type-water_ctrl-2_trans-0.jpg,bg_water_hab_04,water,1,0,2,0
synth_0223_bg-bg_water_hab_03_type-water_ctrl-0_trans-0.jpg,bg_water_hab_03,water,0,0,0,0
synth_0224_bg-bg_veg_04_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_04,vegetation,0,0,0,0
synth_0225_bg-bg_veg_02_type-vegetation_ctrl-1_trans-1.jpg,bg_veg_02,vegetation,1,1,1,1
synth_0226_bg-bg_water_hab_02_type-water_ctrl-2_trans-0.jpg,bg_water_hab_02,water,1,0,2,0
synth_0227_bg-bg_dry_01_type-dry_soil_ctrl-0_trans-5.jpg,bg_dry_01,dry_soil,0,1,0,5
synth_0228_bg-bg_water_hab_13_type-water_ctrl-0_trans-7.jpg,bg_water_hab_13,water,0,1,0,7
synth_0229_bg-bg_water_hab_22_type-water_ctrl-0_trans-3.jpg,bg_water_hab_22,water,0,1,0,3
synth_0230_bg-bg_dry_02_type-dry_soil_ctrl-1_trans-1.jpg,bg_dry_02,dry_soil,1,1,1,1
synth_0231_bg-bg_veg_04_type-vegetation_ctrl-0_trans-1.jpg,bg_veg_04,vegetation,0,1,0,1
